A_BTN,304
B_BTN,305
X_BTN,306
Y_BTN,307
R_BUMP,309
L_BUMP,308
R_STICK,313
L_STICK,312
START_BTN,311
SELECT_BTN,310
HOME_BTN,139
R_TRIG,5
L_TRIG,2
R_X_STICK,3
R_Y_STICK,4
L_X_STICK,0
L_Y_STICK,1
X_PAD,16
Y_PAD,17
